Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Latvia,Price / Latvia,Compare At Price / Latvia,Included / International,Price / International,Compare At Price / International,Included / North Africa,Price / North Africa,Compare At Price / North Africa,Status
ajax-full-zip-sweatshirt-mh12,,,,,,,,,M,,,Blue,,,,,MH12-M-Blue,0.0,,deny,manual,69.00,69.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh12-blue_main.jpg?v=1719332358,kg,,,,,,,,,,,,
ajax-full-zip-sweatshirt-mh12,,,,,,,,,M,,,Green,,,,,MH12-M-Green,0.0,,deny,manual,69.00,69.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh12-green_main.jpg?v=1719332358,kg,,,,,,,,,,,,
ajax-full-zip-sweatshirt-mh12,,,,,,,,,M,,,Red,,,,,MH12-M-Red,0.0,,deny,manual,69.00,69.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh12-red_main.jpg?v=1719332358,kg,,,,,,,,,,,,
ajax-full-zip-sweatshirt-mh12,,,,,,,,,L,,,Blue,,,,,MH12-L-Blue,0.0,,deny,manual,69.00,69.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh12-blue_main.jpg?v=1719332358,kg,,,,,,,,,,,,
ajax-full-zip-sweatshirt-mh12,,,,,,,,,L,,,Green,,,,,MH12-L-Green,0.0,,deny,manual,69.00,69.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh12-green_main.jpg?v=1719332358,kg,,,,,,,,,,,,
ajax-full-zip-sweatshirt-mh12,,,,,,,,,L,,,Red,,,,,MH12-L-Red,0.0,,deny,manual,69.00,69.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh12-red_main.jpg?v=1719332358,kg,,,,,,,,,,,,
ajax-full-zip-sweatshirt-mh12,,,,,,,,,XL,,,Blue,,,,,MH12-XL-Blue,0.0,,deny,manual,69.00,69.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh12-blue_main.jpg?v=1719332358,kg,,,,,,,,,,,,
ajax-full-zip-sweatshirt-mh12,,,,,,,,,XL,,,Green,,,,,MH12-XL-Green,0.0,,deny,manual,69.00,69.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh12-green_main.jpg?v=1719332358,kg,,,,,,,,,,,,
ajax-full-zip-sweatshirt-mh12,,,,,,,,,XL,,,Red,,,,,MH12-XL-Red,0.0,,deny,manual,69.00,69.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh12-red_main.jpg?v=1719332358,kg,,,,,,,,,,,,
grayson-crewneck-sweatshirt-mh11,Grayson Crewneck Sweatshirt,"<p>The Grayson Crewneck Sweatshirt gives you that ageless, classic look – a style that comes back around nearly every season. What's more, its performance and temp-control values are always in vogue.</p>
<p>• Cream crewneck sweatshirt with black accents.<br>• 80% cotton/20% polyester fleece. <br>• Patterned knit hood lining. <br>• Knit cuffs and waist. <br>• Pouch pocket. <br>• Curl edged seam detail</p>",Satoshi demo,,"","",true,Size,XS,,Color,Orange,,,,,MH11-XS-Orange,0.0,,deny,manual,64.00,64.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh11-white_alt1.jpg?v=1719332350,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh11-orange_main.jpg?v=1719332350,kg,,,true,,,true,,,true,,,active
grayson-crewneck-sweatshirt-mh11,,,,,,,,,XS,,,Red,,,,,MH11-XS-Red,0.0,,deny,manual,64.00,64.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh11-white_back.jpg?v=1719332350,2,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh11-red_main.jpg?v=1719332350,kg,,,,,,,,,,,,
grayson-crewneck-sweatshirt-mh11,,,,,,,,,XS,,,White,,,,,MH11-XS-White,0.0,,deny,manual,64.00,64.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh11-orange_main.jpg?v=1719332350,3,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh11-white_main.jpg?v=1719332350,kg,,,,,,,,,,,,
grayson-crewneck-sweatshirt-mh11,,,,,,,,,S,,,Orange,,,,,MH11-S-Orange,0.0,,deny,manual,64.00,64.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh11-red_main.jpg?v=1719332350,4,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh11-orange_main.jpg?v=1719332350,kg,,,,,,,,,,,,
grayson-crewneck-sweatshirt-mh11,,,,,,,,,S,,,Red,,,,,MH11-S-Red,0.0,,deny,manual,64.00,64.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh11-white_main.jpg?v=1719332350,5,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh11-red_main.jpg?v=1719332350,kg,,,,,,,,,,,,
grayson-crewneck-sweatshirt-mh11,,,,,,,,,S,,,White,,,,,MH11-S-White,0.0,,deny,manual,64.00,64.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh11-white_main.jpg?v=1719332350,kg,,,,,,,,,,,,
grayson-crewneck-sweatshirt-mh11,,,,,,,,,M,,,Orange,,,,,MH11-M-Orange,0.0,,deny,manual,64.00,64.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh11-orange_main.jpg?v=1719332350,kg,,,,,,,,,,,,
grayson-crewneck-sweatshirt-mh11,,,,,,,,,M,,,Red,,,,,MH11-M-Red,0.0,,deny,manual,64.00,64.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh11-red_main.jpg?v=1719332350,kg,,,,,,,,,,,,
grayson-crewneck-sweatshirt-mh11,,,,,,,,,M,,,White,,,,,MH11-M-White,0.0,,deny,manual,64.00,64.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh11-white_main.jpg?v=1719332350,kg,,,,,,,,,,,,
grayson-crewneck-sweatshirt-mh11,,,,,,,,,L,,,Orange,,,,,MH11-L-Orange,0.0,,deny,manual,64.00,64.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh11-orange_main.jpg?v=1719332350,kg,,,,,,,,,,,,
grayson-crewneck-sweatshirt-mh11,,,,,,,,,L,,,Red,,,,,MH11-L-Red,0.0,,deny,manual,64.00,64.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh11-red_main.jpg?v=1719332350,kg,,,,,,,,,,,,
grayson-crewneck-sweatshirt-mh11,,,,,,,,,L,,,White,,,,,MH11-L-White,0.0,,deny,manual,64.00,64.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh11-white_main.jpg?v=1719332350,kg,,,,,,,,,,,,
grayson-crewneck-sweatshirt-mh11,,,,,,,,,XL,,,Orange,,,,,MH11-XL-Orange,0.0,,deny,manual,64.00,64.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh11-orange_main.jpg?v=1719332350,kg,,,,,,,,,,,,
grayson-crewneck-sweatshirt-mh11,,,,,,,,,XL,,,Red,,,,,MH11-XL-Red,0.0,,deny,manual,64.00,64.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh11-red_main.jpg?v=1719332350,kg,,,,,,,,,,,,
grayson-crewneck-sweatshirt-mh11,,,,,,,,,XL,,,White,,,,,MH11-XL-White,0.0,,deny,manual,64.00,64.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh11-white_main.jpg?v=1719332350,kg,,,,,,,,,,,,
mach-street-sweatshirt-mh10,Mach Street Sweatshirt,"<p>From hard streets to asphalt track, the Mach Street Sweatshirt holds up to wear and wind and rain. An infusion of performance and stylish comfort, with moisture-wicking LumaTech™ fabric, it's bound to become an everyday part of your active lifestyle</p>
<p>• Navy heather crewneck sweatshirt.<br>• LumaTech™ moisture-wicking fabric.<br>• Antimicrobial, odor-resistant.<br>• Zip hand pockets.<br>• Chafe-resistant flatlock seams.<br>• Rib-knit cuffs and hem.</p>",Satoshi demo,,"","",true,Size,XS,,Color,Black,,,,,MH10-XS-Black,0.0,,deny,manual,62.00,62.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh10-blue_alt1.jpg?v=1719332340,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh10-black_main.jpg?v=1719332340,kg,,,true,,,true,,,true,,,active
mach-street-sweatshirt-mh10,,,,,,,,,XS,,,Blue,,,,,MH10-XS-Blue,0.0,,deny,manual,62.00,62.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh10-blue_back.jpg?v=1719332340,2,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh10-blue_main.jpg?v=1719332340,kg,,,,,,,,,,,,
mach-street-sweatshirt-mh10,,,,,,,,,XS,,,Red,,,,,MH10-XS-Red,0.0,,deny,manual,62.00,62.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh10-black_main.jpg?v=1719332340,3,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh10-red_main.jpg?v=1719332340,kg,,,,,,,,,,,,
mach-street-sweatshirt-mh10,,,,,,,,,S,,,Black,,,,,MH10-S-Black,0.0,,deny,manual,62.00,62.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh10-blue_main.jpg?v=1719332340,4,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh10-black_main.jpg?v=1719332340,kg,,,,,,,,,,,,
mach-street-sweatshirt-mh10,,,,,,,,,S,,,Blue,,,,,MH10-S-Blue,0.0,,deny,manual,62.00,62.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh10-red_main.jpg?v=1719332340,5,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh10-blue_main.jpg?v=1719332340,kg,,,,,,,,,,,,
mach-street-sweatshirt-mh10,,,,,,,,,S,,,Red,,,,,MH10-S-Red,0.0,,deny,manual,62.00,62.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh10-red_main.jpg?v=1719332340,kg,,,,,,,,,,,,
mach-street-sweatshirt-mh10,,,,,,,,,M,,,Black,,,,,MH10-M-Black,0.0,,deny,manual,62.00,62.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh10-black_main.jpg?v=1719332340,kg,,,,,,,,,,,,
mach-street-sweatshirt-mh10,,,,,,,,,M,,,Blue,,,,,MH10-M-Blue,0.0,,deny,manual,62.00,62.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh10-blue_main.jpg?v=1719332340,kg,,,,,,,,,,,,
mach-street-sweatshirt-mh10,,,,,,,,,M,,,Red,,,,,MH10-M-Red,0.0,,deny,manual,62.00,62.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh10-red_main.jpg?v=1719332340,kg,,,,,,,,,,,,
mach-street-sweatshirt-mh10,,,,,,,,,L,,,Black,,,,,MH10-L-Black,0.0,,deny,manual,62.00,62.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh10-black_main.jpg?v=1719332340,kg,,,,,,,,,,,,
mach-street-sweatshirt-mh10,,,,,,,,,L,,,Blue,,,,,MH10-L-Blue,0.0,,deny,manual,62.00,62.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh10-blue_main.jpg?v=1719332340,kg,,,,,,,,,,,,
mach-street-sweatshirt-mh10,,,,,,,,,L,,,Red,,,,,MH10-L-Red,0.0,,deny,manual,62.00,62.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh10-red_main.jpg?v=1719332340,kg,,,,,,,,,,,,
mach-street-sweatshirt-mh10,,,,,,,,,XL,,,Black,,,,,MH10-XL-Black,0.0,,deny,manual,62.00,62.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh10-black_main.jpg?v=1719332340,kg,,,,,,,,,,,,
mach-street-sweatshirt-mh10,,,,,,,,,XL,,,Blue,,,,,MH10-XL-Blue,0.0,,deny,manual,62.00,62.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh10-blue_main.jpg?v=1719332340,kg,,,,,,,,,,,,
mach-street-sweatshirt-mh10,,,,,,,,,XL,,,Red,,,,,MH10-XL-Red,0.0,,deny,manual,62.00,62.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh10-red_main.jpg?v=1719332340,kg,,,,,,,,,,,,
abominable-hoodie-mh09,Abominable Hoodie,"<p>It took CoolTech™ weather apparel know-how and lots of wind-resistant fabric to get the Abominable Hoodie just right. It's aggressively warm when it needs to be, while maintaining your comfort in milder climes.</p>
<p>• Blue heather hoodie.<br>• Relaxed fit. <br>• Moisture-wicking. <br>• Machine wash/dry.</p>",Satoshi demo,,"","",true,Size,XS,,Color,Blue,,,,,MH09-XS-Blue,0.0,,deny,manual,69.00,69.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh09-blue_alt1.jpg?v=1719332331,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh09-blue_main.jpg?v=1719332331,kg,,,true,,,true,,,true,,,active
abominable-hoodie-mh09,,,,,,,,,XS,,,Green,,,,,MH09-XS-Green,0.0,,deny,manual,69.00,69.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh09-blue_back.jpg?v=1719332331,2,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh09-green_main.jpg?v=1719332331,kg,,,,,,,,,,,,
abominable-hoodie-mh09,,,,,,,,,XS,,,Red,,,,,MH09-XS-Red,0.0,,deny,manual,69.00,69.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh09-blue_main.jpg?v=1719332331,3,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh09-red_main.jpg?v=1719332331,kg,,,,,,,,,,,,
abominable-hoodie-mh09,,,,,,,,,S,,,Blue,,,,,MH09-S-Blue,0.0,,deny,manual,69.00,69.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh09-green_main.jpg?v=1719332331,4,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh09-blue_main.jpg?v=1719332331,kg,,,,,,,,,,,,
abominable-hoodie-mh09,,,,,,,,,S,,,Green,,,,,MH09-S-Green,0.0,,deny,manual,69.00,69.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh09-red_main.jpg?v=1719332331,5,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh09-green_main.jpg?v=1719332331,kg,,,,,,,,,,,,
abominable-hoodie-mh09,,,,,,,,,S,,,Red,,,,,MH09-S-Red,0.0,,deny,manual,69.00,69.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh09-red_main.jpg?v=1719332331,kg,,,,,,,,,,,,
abominable-hoodie-mh09,,,,,,,,,M,,,Blue,,,,,MH09-M-Blue,0.0,,deny,manual,69.00,69.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh09-blue_main.jpg?v=1719332331,kg,,,,,,,,,,,,
abominable-hoodie-mh09,,,,,,,,,M,,,Green,,,,,MH09-M-Green,0.0,,deny,manual,69.00,69.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh09-green_main.jpg?v=1719332331,kg,,,,,,,,,,,,
abominable-hoodie-mh09,,,,,,,,,M,,,Red,,,,,MH09-M-Red,0.0,,deny,manual,69.00,69.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh09-red_main.jpg?v=1719332331,kg,,,,,,,,,,,,
abominable-hoodie-mh09,,,,,,,,,L,,,Blue,,,,,MH09-L-Blue,0.0,,deny,manual,69.00,69.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh09-blue_main.jpg?v=1719332331,kg,,,,,,,,,,,,
abominable-hoodie-mh09,,,,,,,,,L,,,Green,,,,,MH09-L-Green,0.0,,deny,manual,69.00,69.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh09-green_main.jpg?v=1719332331,kg,,,,,,,,,,,,
abominable-hoodie-mh09,,,,,,,,,L,,,Red,,,,,MH09-L-Red,0.0,,deny,manual,69.00,69.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh09-red_main.jpg?v=1719332331,kg,,,,,,,,,,,,
abominable-hoodie-mh09,,,,,,,,,XL,,,Blue,,,,,MH09-XL-Blue,0.0,,deny,manual,69.00,69.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh09-blue_main.jpg?v=1719332331,kg,,,,,,,,,,,,
abominable-hoodie-mh09,,,,,,,,,XL,,,Green,,,,,MH09-XL-Green,0.0,,deny,manual,69.00,69.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh09-green_main.jpg?v=1719332331,kg,,,,,,,,,,,,
abominable-hoodie-mh09,,,,,,,,,XL,,,Red,,,,,MH09-XL-Red,0.0,,deny,manual,69.00,69.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh09-red_main.jpg?v=1719332331,kg,,,,,,,,,,,,
oslo-trek-hoodie-mh08,Oslo Trek Hoodie,"<p>Chilly weather is just an excuse to throw on your toasty, handsome new Oslo Trek Hoodie. It features an adjustable drawstring hood and a kangaroo pocket for extra hand warmth. The ultra-soft, cozy lining will have you wishing for more brisk days.</p>
<p>• Brown hoodie with black detail.<br>• Pullover. <br>• Adjustable drawstring hood. <br>• Ribbed cuffs/waistband. <br>• Machine wash/dry.</p>",Satoshi demo,,"","",true,Size,XS,,Color,Brown,,,,,MH08-XS-Brown,0.0,,deny,manual,42.00,42.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh08-brown_alt1.jpg?v=1719332321,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh08-brown_main.jpg?v=1719332321,kg,,,true,,,true,,,true,,,active
oslo-trek-hoodie-mh08,,,,,,,,,XS,,,Purple,,,,,MH08-XS-Purple,0.0,,deny,manual,42.00,42.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh08-brown_back.jpg?v=1719332321,2,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh08-purple_main.jpg?v=1719332321,kg,,,,,,,,,,,,
oslo-trek-hoodie-mh08,,,,,,,,,XS,,,Red,,,,,MH08-XS-Red,0.0,,deny,manual,42.00,42.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh08-brown_main.jpg?v=1719332321,3,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh08-red_main.jpg?v=1719332321,kg,,,,,,,,,,,,
oslo-trek-hoodie-mh08,,,,,,,,,S,,,Brown,,,,,MH08-S-Brown,0.0,,deny,manual,42.00,42.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh08-purple_main.jpg?v=1719332321,4,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh08-brown_main.jpg?v=1719332321,kg,,,,,,,,,,,,
oslo-trek-hoodie-mh08,,,,,,,,,S,,,Purple,,,,,MH08-S-Purple,0.0,,deny,manual,42.00,42.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh08-red_main.jpg?v=1719332321,5,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh08-purple_main.jpg?v=1719332321,kg,,,,,,,,,,,,
oslo-trek-hoodie-mh08,,,,,,,,,S,,,Red,,,,,MH08-S-Red,0.0,,deny,manual,42.00,42.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh08-red_main.jpg?v=1719332321,kg,,,,,,,,,,,,
oslo-trek-hoodie-mh08,,,,,,,,,M,,,Brown,,,,,MH08-M-Brown,0.0,,deny,manual,42.00,42.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh08-brown_main.jpg?v=1719332321,kg,,,,,,,,,,,,
oslo-trek-hoodie-mh08,,,,,,,,,M,,,Purple,,,,,MH08-M-Purple,0.0,,deny,manual,42.00,42.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh08-purple_main.jpg?v=1719332321,kg,,,,,,,,,,,,
oslo-trek-hoodie-mh08,,,,,,,,,M,,,Red,,,,,MH08-M-Red,0.0,,deny,manual,42.00,42.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh08-red_main.jpg?v=1719332321,kg,,,,,,,,,,,,
oslo-trek-hoodie-mh08,,,,,,,,,L,,,Brown,,,,,MH08-L-Brown,0.0,,deny,manual,42.00,42.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh08-brown_main.jpg?v=1719332321,kg,,,,,,,,,,,,
oslo-trek-hoodie-mh08,,,,,,,,,L,,,Purple,,,,,MH08-L-Purple,0.0,,deny,manual,42.00,42.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh08-purple_main.jpg?v=1719332321,kg,,,,,,,,,,,,
oslo-trek-hoodie-mh08,,,,,,,,,L,,,Red,,,,,MH08-L-Red,0.0,,deny,manual,42.00,42.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh08-red_main.jpg?v=1719332321,kg,,,,,,,,,,,,
oslo-trek-hoodie-mh08,,,,,,,,,XL,,,Brown,,,,,MH08-XL-Brown,0.0,,deny,manual,42.00,42.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh08-brown_main.jpg?v=1719332321,kg,,,,,,,,,,,,
oslo-trek-hoodie-mh08,,,,,,,,,XL,,,Purple,,,,,MH08-XL-Purple,0.0,,deny,manual,42.00,42.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh08-purple_main.jpg?v=1719332321,kg,,,,,,,,,,,,
oslo-trek-hoodie-mh08,,,,,,,,,XL,,,Red,,,,,MH08-XL-Red,0.0,,deny,manual,42.00,42.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh08-red_main.jpg?v=1719332321,kg,,,,,,,,,,,,
hero-hoodie-mh07,Hero Hoodie,"<p>Gray and black color blocking sets you apart as the Hero Hoodie keeps you warm on the bus, campus or cold mean streets. Slanted outsize front pockets keep your style real . . . convenient.</p>
<p>• Full-zip gray and black hoodie.<br>• Ribbed hem.<br>• Standard fit.<br>• Drawcord hood cinch.<br>• Water-resistant coating.</p>",Satoshi demo,,"","",true,Size,XS,,Color,Black,,,,,MH07-XS-Black,0.0,,deny,manual,54.00,54.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh07-gray_alt1.jpg?v=1719332312,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh07-black_main.jpg?v=1719332312,kg,,,true,,,true,,,true,,,active
hero-hoodie-mh07,,,,,,,,,XS,,,Gray,,,,,MH07-XS-Gray,0.0,,deny,manual,54.00,54.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh07-gray_back.jpg?v=1719332312,2,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh07-gray_main.jpg?v=1719332312,kg,,,,,,,,,,,,
hero-hoodie-mh07,,,,,,,,,XS,,,Green,,,,,MH07-XS-Green,0.0,,deny,manual,54.00,54.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh07-black_main.jpg?v=1719332312,3,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh07-green_main.jpg?v=1719332312,kg,,,,,,,,,,,,
hero-hoodie-mh07,,,,,,,,,S,,,Black,,,,,MH07-S-Black,0.0,,deny,manual,54.00,54.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh07-gray_main.jpg?v=1719332312,4,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh07-black_main.jpg?v=1719332312,kg,,,,,,,,,,,,
hero-hoodie-mh07,,,,,,,,,S,,,Gray,,,,,MH07-S-Gray,0.0,,deny,manual,54.00,54.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh07-green_main.jpg?v=1719332312,5,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh07-gray_main.jpg?v=1719332312,kg,,,,,,,,,,,,
hero-hoodie-mh07,,,,,,,,,S,,,Green,,,,,MH07-S-Green,0.0,,deny,manual,54.00,54.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mh07-green_main.jpg?v=1719332312,kg,,,,,,,,,,,,
